timestamp,raw_gaze_position_x,raw_gaze_position_y,calibrated_gaze_position_x,calibrated_gaze_position_y,filtered_gaze_position_x,filtered_gaze_position_y,left_eye_openness,right_eye_openness,tracking_status,status,event,trigger
1757281546539372000,-0.3835488259792328,-1.8441686630249023,919.8581886291504,57.14442551136017,919.8581886291504,57.14442551136017,472.0,282.5,1,1,0,202
1757281546580588700,0.1263464242219925,-1.3355693817138672,978.5900115966797,79.41093921661377,978.5900115966797,79.41093921661377,448.5,280.0,1,1,0,0
1757281546615683500,0.027987349778413773,-1.2683560848236084,972.7979278564453,86.58907771110535,972.7979278564453,86.58907771110535,462.5,296.5,1,1,0,0
1757281546651854600,0.13752730190753937,-1.721189260482788,991.7269134521484,62.56550654768944,991.7269134521484,62.56550654768944,466.5,280.5,1,1,0,0
1757281546687460200,-0.2748483121395111,-1.4112141132354736,931.7472267150879,68.7867683172226,931.7472267150879,68.7867683172226,439.0,307.0,1,1,0,0
1757281546726556700,-0.14219804108142853,-1.3136472702026367,945.7376289367676,79.55399215221405,945.7376289367676,79.55399215221405,455.0,304.5,1,1,0,0
1757281546762728700,-0.17441792786121368,-1.194382667541504,944.7980690002441,81.28379970788956,944.7980690002441,79.41093921661377,448.5,285.0,1,1,0,0
1757281546798313300,-0.18845170736312866,-1.2052725553512573,943.0705261230469,79.81212794780731,944.7980690002441,79.81212794780731,448.5,313.5,1,1,0,0
1757281546833422900,-0.4083462059497833,-1.1709479093551636,912.2803688049316,84.2164894938469,944.7980690002441,84.2164894938469,432.0,295.5,1,1,0,0
1757281546868007600,-0.18001845479011536,-1.3128209114074707,940.7835960388184,75.64741104841232,944.7980690002441,79.41093921661377,447.0,282.5,1,1,0,0
1757281546903275400,0.03273995593190193,-1.1776231527328491,968.4064865112305,91.37484937906265,944.7980690002441,79.81212794780731,461.5,286.0,1,1,0,0
1757281546937856600,-0.2380327731370926,-1.3529691696166992,934.8060035705566,74.40510034561157,944.7980690002441,79.81212794780731,439.0,271.5,1,1,0,0
1757281546975939100,-0.14491039514541626,-1.4015045166015625,949.6136856079102,72.22839117050171,944.7980690002441,79.41093921661377,439.0,294.0,1,1,0,0
1757281547013057700,-0.40464815497398376,-1.277475357055664,909.4489288330078,80.77519655227661,944.7980690002441,79.81212794780731,431.5,283.5,1,1,0,0
1757281547051168100,-0.3349403142929077,-1.1780612468719482,935.6549263000488,165.15034139156342,944.7980690002441,79.81212794780731,403.0,270.5,1,1,0,0
1757281547085784100,0.13609392940998077,-3.034189224243164,954.4607734680176,389.9157929420471,944.7980690002441,79.81212794780731,409.5,255.5,1,1,0,0
1757281547122898800,0.1494438350200653,-3.441849708557129,956.3525390625,419.3287253379822,944.7980690002441,80.77519655227661,409.0,263.5,1,1,0,0
1757281547157012000,0.1233169287443161,-3.7624030113220215,956.769962310791,446.88143849372864,944.7980690002441,165.15034139156342,404.0,255.5,1,1,0,0
1757281547191150000,0.14807741343975067,-3.4195125102996826,963.5354232788086,415.83130717277527,954.4607734680176,389.9157929420471,399.0,263.5,1,1,0,0
1757281547229754200,0.13716788589954376,-3.792264699935913,957.3113250732422,451.2697470188141,956.3525390625,415.83130717277527,400.0,244.5,1,1,0,0
1757281547267845100,0.052683938294649124,-3.6566545963287354,953.5162925720215,435.69157361984253,953.5162925720215,415.83130717277527,380.0,256.0,1,1,0,0
1757281547304942600,0.5239408612251282,-3.208132266998291,989.8267364501953,397.4972927570343,956.3525390625,397.4972927570343,396.5,248.0,1,1,0,0
1757281547340649900,0.18951329588890076,-3.5518441200256348,957.4891090393066,429.19878244400024,956.3525390625,415.83130717277527,387.0,254.0,1,1,0,0
1757281547379769900,0.5986268520355225,-3.4123611450195312,988.5842514038086,418.22768926620483,956.3525390625,415.83130717277527,373.0,225.5,1,1,0,0
1757281547411895100,0.4562396705150604,-3.571821928024292,973.7689590454102,431.07560992240906,957.4891090393066,415.83130717277527,371.5,219.5,1,1,0,0
1757281547448477300,0.4063241481781006,-3.448287010192871,969.6990966796875,422.2639739513397,957.4891090393066,418.22768926620483,391.0,236.5,1,1,0,0
1757281547485583500,0.519055187702179,-3.5374624729156494,992.372932434082,424.7511863708496,969.6990966796875,418.22768926620483,388.0,249.5,1,1,0,0
1757281547524696200,0.24633435904979706,-3.9449543952941895,962.5909423828125,460.0679934024811,962.5909423828125,422.2639739513397,390.5,231.5,1,1,0,0
1757281547561784000,0.6373981833457947,-3.31602144241333,997.5407409667969,408.467355966568,969.6990966796875,418.22768926620483,379.0,240.5,1,1,0,0
1757281547600950300,1.746127963066101,-5.248581409454346,1106.9647979736328,599.6641302108765,969.6990966796875,422.2639739513397,343.5,230.5,1,1,0,0
1757281547637549200,2.145139455795288,-5.794116497039795,1183.289909362793,652.7695512771606,969.6990966796875,422.2639739513397,347.5,223.5,1,1,0,0
1757281547674639400,2.046478033065796,-5.723873138427734,1144.5268249511719,651.0866475105286,997.5407409667969,422.2639739513397,355.0,237.0,1,1,0,0
1757281547716746900,2.157676935195923,-5.945089817047119,1174.7654342651367,667.3113512992859,1106.9647979736328,599.6641302108765,372.5,234.0,1,1,0,0
1757281547755852300,1.021450400352478,-3.828932762145996,1036.85302734375,461.0884666442871,1036.85302734375,461.0884666442871,341.0,234.0,1,1,0,0
1757281547789560900,-2.8328771591186523,-2.3822219371795654,693.1227493286133,308.7274181842804,997.5407409667969,422.2639739513397,363.5,224.0,1,1,0,0
1757281547825669400,-2.831146001815796,-2.13191294670105,674.5782852172852,296.19988203048706,1036.85302734375,461.0884666442871,371.0,236.0,1,1,0,0
1757281547860768300,-2.8680341243743896,-2.2486002445220947,671.8743896484375,295.7349157333374,997.5407409667969,422.2639739513397,399.0,235.5,1,1,0,0
1757281547894363900,-2.8215858936309814,-2.109389066696167,694.5953750610352,282.98529267311096,694.5953750610352,308.7274181842804,410.0,254.0,1,1,0,0
1757281547930470100,-2.993471384048462,-2.951115608215332,679.9895668029785,337.2364890575409,694.5953750610352,337.2364890575409,394.0,270.5,1,1,0,0
1757281547965800700,-2.9777414798736572,-2.5757298469543457,685.3973007202148,309.2485821247101,694.5953750610352,309.2485821247101,406.0,268.0,1,1,0,0
1757281548001894000,-2.8982326984405518,-2.5780868530273438,700.5642700195312,311.27893924713135,694.5953750610352,309.2485821247101,426.5,245.5,1,1,0,0
1757281548038484200,-2.930216073989868,-2.3393027782440186,683.0295753479004,295.65319418907166,694.5953750610352,309.2485821247101,421.5,265.0,1,1,0,0
1757281548076095000,-2.87805438041687,-2.462815284729004,688.2204437255859,304.2055356502533,694.5953750610352,309.2485821247101,411.0,258.5,1,1,0,0
1757281548113283600,-2.896911382675171,-2.38248610496521,654.5238876342773,296.5336239337921,694.5953750610352,309.2485821247101,418.0,253.0,1,1,0,0
1757281548149912300,-2.85144305229187,-2.356368064880371,668.8524627685547,299.22592878341675,688.2204437255859,304.2055356502533,406.5,255.5,1,1,0,0
1757281548187008300,-2.869532823562622,-3.0173888206481934,676.0945701599121,344.62235927581787,688.2204437255859,309.2485821247101,395.5,261.0,1,1,0,0
1757281548222121000,-2.8568532466888428,-3.9066321849823,621.1850166320801,427.4695944786072,676.0945701599121,309.2485821247101,368.5,227.5,1,1,0,0
1757281548260737600,-2.729915142059326,-6.968442440032959,474.0226650238037,778.3837080001831,676.0945701599121,309.2485821247101,371.0,187.0,1,1,0,0
1757281548295324200,-2.862823009490967,-10.851826667785645,486.98278427124023,887.9308748245239,676.0945701599121,344.62235927581787,327.0,189.0,1,1,0,0
1757281548332549200,-2.813518524169922,-11.697232246398926,518.0799293518066,838.2952880859375,621.1850166320801,427.4695944786072,308.0,179.0,1,1,0,0
1757281548368672900,-2.7875537872314453,-10.708365440368652,517.1751022338867,879.8341012001038,518.0799293518066,778.3837080001831,324.0,179.0,1,1,0,0
1757281548409853500,-2.6510818004608154,-10.625136375427246,588.7885665893555,881.5511870384216,588.7885665893555,838.2952880859375,306.0,172.0,1,1,0,0
1757281548448941700,-2.5399439334869385,-10.303128242492676,646.3753509521484,875.159010887146,621.1850166320801,838.2952880859375,330.5,200.0,1,1,0,0
1757281548481625000,-2.740779161453247,-9.995400428771973,517.2080612182617,899.711651802063,518.0799293518066,875.159010887146,332.5,198.5,1,1,0,0
1757281548518209300,-2.674013376235962,-10.530617713928223,579.7168350219727,883.5251212120056,588.7885665893555,875.159010887146,346.5,203.5,1,1,0,0
1757281548554330800,-2.66076397895813,-10.624909400939941,590.9174537658691,908.783483505249,590.9174537658691,875.159010887146,330.0,205.0,1,1,0,0
1757281548590465700,-2.3440756797790527,-9.531363487243652,713.3963584899902,880.0614023208618,588.7885665893555,880.0614023208618,327.5,197.5,1,1,0,0
1757281548624162700,-2.308814525604248,-11.189356803894043,735.2978324890137,863.2400894165039,590.9174537658691,875.159010887146,309.5,189.0,1,1,0,0
1757281548659808200,-2.3528833389282227,-10.788902282714844,724.9367523193359,857.4082803726196,590.9174537658691,875.159010887146,311.5,187.5,1,1,0,0
1757281548696900100,-2.338326930999756,-11.576272010803223,732.8858184814453,871.9114565849304,713.3963584899902,875.159010887146,329.5,192.5,1,1,0,0
1757281548732997900,-2.1394202709198,-10.573585510253906,720.5449676513672,933.0804991722107,720.5449676513672,875.159010887146,349.0,221.5,1,1,0,0
1757281548769615800,-2.520434617996216,-10.613508224487305,626.085376739502,903.7627100944519,626.085376739502,875.159010887146,337.5,200.0,1,1,0,0
1757281548804703600,-2.365565061569214,-9.896795272827148,674.6872329711914,906.2735152244568,713.3963584899902,875.159010887146,334.5,200.5,1,1,0,0
1757281548842826300,-2.4390242099761963,-10.425698280334473,665.3623008728027,911.7214679718018,674.6872329711914,903.7627100944519,352.0,217.5,1,1,0,0
1757281548881935700,-1.575631022453308,-11.912707328796387,845.4350280761719,901.7073440551758,674.6872329711914,901.7073440551758,353.0,230.0,1,1,0,0
1757281548915514000,-0.6633869409561157,-13.906596183776855,992.5286865234375,807.1704196929932,713.3963584899902,875.159010887146,339.5,182.0,1,1,0,0
1757281548951120200,-1.000069499015808,-13.957744598388672,971.9182205200195,778.6056661605835,713.3963584899902,901.7073440551758,323.0,197.5,1,1,0,0
1757281548983802900,-0.717583417892456,-13.861004829406738,993.7760925292969,802.0767116546631,845.4350280761719,875.159010887146,335.5,186.5,1,1,0,0
1757281549020885600,-0.9403475522994995,-13.885594367980957,976.9327926635742,787.263514995575,971.9182205200195,807.1704196929932,337.5,199.5,1,1,0,0
1757281549061689200,-0.8666492104530334,-13.937750816345215,980.0784301757812,790.7138442993164,971.9182205200195,802.0767116546631,340.5,211.5,1,1,0,0
1757281549101822600,-0.35879456996917725,-13.886209487915039,1012.6320648193359,809.4391179084778,976.9327926635742,809.4391179084778,333.0,204.0,1,1,0,0
1757281549138415300,-0.3728260397911072,-13.970366477966309,1016.0791397094727,806.4919924736023,976.9327926635742,806.4919924736023,346.5,214.5,1,1,0,0
1757281549174060000,-0.31754380464553833,-13.858000755310059,1009.4873428344727,820.9838390350342,980.0784301757812,806.4919924736023,332.5,200.0,1,1,0,0
1757281549212160600,-1.5002797842025757,-13.988547325134277,932.7434349060059,747.6085138320923,976.9327926635742,806.4919924736023,340.5,189.5,1,1,0,0
1757281549248781100,-0.7658140063285828,-13.878119468688965,993.1388854980469,795.2753806114197,980.0784301757812,806.4919924736023,314.0,213.5,1,1,0,0
1757281549284873000,-0.5693153738975525,-13.840028762817383,1002.0083999633789,807.9162454605103,980.0784301757812,806.4919924736023,335.5,209.0,1,1,0,0
1757281549324033900,-0.6132507920265198,-13.975224494934082,999.6747207641602,797.8704500198364,980.0784301757812,806.4919924736023,357.0,200.5,1,1,0,0
1757281549360673500,0.20584611594676971,-13.93336009979248,1041.4509201049805,837.2163963317871,993.1388854980469,806.4919924736023,341.0,212.0,1,1,0,0
1757281549395826600,0.06451408565044403,-13.145501136779785,1016.4357376098633,892.2255849838257,999.6747207641602,806.4919924736023,333.5,208.0,1,1,0,0
1757281549429401300,0.49907386302948,-13.242249488830566,1035.582504272461,899.6371722221375,999.6747207641602,806.4919924736023,341.5,200.5,1,1,0,0
1757281549464502600,-0.2030213624238968,-13.2064847946167,1001.209602355957,868.078236579895,1001.209602355957,837.2163963317871,335.5,201.0,1,1,0,0
1757281549501637900,0.5784581899642944,-13.53568172454834,1049.3976974487305,875.8633160591125,1001.209602355957,868.078236579895,329.5,217.0,1,1,0,0
1757281549539233000,0.7751039266586304,-13.627605438232422,1065.2293395996094,864.7665023803711,1001.209602355957,864.7665023803711,335.0,209.0,1,1,0,0
1757281549577849900,0.7506439089775085,-13.671948432922363,1060.916862487793,863.6547160148621,1001.209602355957,863.6547160148621,322.5,211.5,1,1,0,0
1757281549614936900,0.7774503827095032,-13.335346221923828,1052.9896545410156,894.3086314201355,1049.3976974487305,868.078236579895,321.5,187.5,1,1,0,0
1757281549653070300,0.3663327097892761,-13.661051750183105,1045.7201385498047,856.2923097610474,1045.7201385498047,864.7665023803711,354.0,196.5,1,1,0,0
1757281549687664000,0.2008563131093979,-13.580726623535156,1027.3267364501953,866.8348717689514,1027.3267364501953,864.7665023803711,317.0,186.0,1,1,0,0
1757281549725767300,0.5004940032958984,-13.721962928771973,1056.9637298583984,849.1649293899536,1049.3976974487305,864.7665023803711,323.0,205.5,1,1,0,0
1757281549761859900,0.1734607070684433,-13.289283752441406,1021.8814086914062,891.7631936073303,1045.7201385498047,864.7665023803711,327.0,201.0,1,1,0,0
1757281549800538400,0.357485830783844,-13.210341453552246,1033.2140350341797,889.3714785575867,1033.2140350341797,864.7665023803711,326.5,203.0,1,1,0,0
1757281549835632100,0.026270437985658646,-13.081263542175293,1027.8868103027344,873.7480187416077,1033.2140350341797,864.7665023803711,303.5,218.0,1,1,0,0
1757281549871740700,-0.4960096478462219,-12.835089683532715,1001.2727737426758,872.8267121315002,1033.2140350341797,872.8267121315002,279.5,182.0,1,1,0,0
1757281549909325800,-0.9206997752189636,-13.106179237365723,1005.6597518920898,817.9900431632996,1033.2140350341797,864.7665023803711,263.5,176.5,1,1,0,0
1757281549945453100,-0.49938875436782837,-12.9649076461792,1010.0252151489258,852.5462508201599,1027.8868103027344,864.7665023803711,268.0,159.0,1,1,0,0
1757281549981551800,-0.034895073622465134,-12.859061241149902,1022.2968292236328,885.9574556350708,1022.2968292236328,872.8267121315002,278.0,176.5,1,1,0,0
1757281550018140500,-0.11007966101169586,-13.181708335876465,1030.5203247070312,857.334508895874,1030.5203247070312,864.7665023803711,271.5,187.0,1,1,0,0
1757281550053813900,0.18715642392635345,-12.864180564880371,1032.8202438354492,892.1639156341553,1027.8868103027344,864.7665023803711,268.5,174.5,1,1,0,0
1757281550091937600,-0.617843508720398,-12.97706127166748,1011.8084335327148,839.7829484939575,1022.2968292236328,864.7665023803711,249.5,178.0,1,1,0,0
1757281550129566700,-0.059844087809324265,-13.312877655029297,1038.9210891723633,842.6592636108398,1030.5203247070312,864.7665023803711,253.0,155.0,1,1,0,0
1757281550166267000,-0.1884492188692093,-13.109885215759277,1026.665153503418,865.4164123535156,1027.8868103027344,864.7665023803711,260.0,164.5,1,1,0,0
1757281550202381800,-0.7705979943275452,-13.192873001098633,1000.4393005371094,828.3874440193176,1022.2968292236328,864.7665023803711,297.0,157.0,1,1,0,0
1757281550240474900,-0.33766424655914307,-13.278509140014648,1030.4969787597656,827.0632266998291,1030.4969787597656,864.7665023803711,267.0,165.5,1,1,0,0
1757281550279608800,-0.700201153755188,-13.436532974243164,1032.3985290527344,791.5024781227112,1027.8868103027344,864.7665023803711,250.5,166.0,1,1,0,0
1757281550315696700,-0.09638293087482452,-13.207661628723145,1037.317771911621,846.9588661193848,1030.4969787597656,846.9588661193848,239.0,167.5,1,1,0,0
1757281550351809000,-0.291253924369812,-13.49340534210205,1042.1868896484375,809.1862607002258,1030.4969787597656,846.9588661193848,272.5,178.0,1,1,0,0
1757281550390912300,-0.20579685270786285,-12.419346809387207,1007.7971649169922,865.2113842964172,1027.8868103027344,864.7665023803711,262.0,174.0,1,1,0,0
1757281550427517300,1.4286149740219116,-10.134480476379395,1023.7855911254883,976.5644717216492,1030.4969787597656,846.9588661193848,280.0,154.5,1,1,0,0
1757281550464601100,0.8639770150184631,-8.908387184143066,939.4730758666992,948.890962600708,1027.8868103027344,864.7665023803711,296.0,183.0,1,1,0,0
1757281550496170600,1.0967999696731567,-7.287394046783447,1006.3080596923828,803.2449531555176,1023.7855911254883,864.7665023803711,309.5,206.0,1,1,0,0
1757281550534511800,0.21781586110591888,-6.781820774078369,948.0852699279785,755.656943321228,1023.7855911254883,846.9588661193848,323.0,183.0,1,1,0,0
1757281550571629500,0.9525460004806519,-7.084513187408447,1021.1798858642578,796.1153197288513,1021.1798858642578,846.9588661193848,342.5,214.5,1,1,0,0
1757281550608214800,0.9287832379341125,-6.698711395263672,1040.0933074951172,758.5040974617004,1023.7855911254883,803.2449531555176,342.5,210.0,1,1,0,0
1757281550645331100,0.4712446331977844,-7.240379810333252,1000.7955551147461,818.5880041122437,1021.1798858642578,818.5880041122437,356.5,229.0,1,1,0,0
1757281550680483700,0.6430394053459167,-6.858516216278076,1022.9834747314453,788.1506395339966,1021.1798858642578,803.2449531555176,345.0,227.5,1,1,0,0
1757281550715084500,0.12147541344165802,-6.925832748413086,1007.113037109375,789.3347811698914,1021.1798858642578,803.2449531555176,374.0,232.5,1,1,0,0
1757281550751220700,0.3431095778942108,-6.377910137176514,1015.1581192016602,729.7399163246155,1021.1798858642578,803.2449531555176,363.0,238.0,1,1,0,0
1757281550791342800,0.3019227683544159,-6.916268348693848,1013.4433364868164,794.1477584838867,1021.1798858642578,794.1477584838867,373.0,230.0,1,1,0,0
1757281550825939000,0.407508909702301,-6.803991794586182,1024.207534790039,780.6101775169373,1021.1798858642578,794.1477584838867,378.0,242.5,1,1,0,0
1757281550860586400,0.3733685612678528,-6.579251766204834,1022.0634841918945,754.8638677597046,1021.1798858642578,794.1477584838867,392.5,227.0,1,1,0,0
1757281550894736400,0.45410433411598206,-6.9140543937683105,1034.0472793579102,787.316107749939,1021.1798858642578,794.1477584838867,382.0,244.5,1,1,0,0
1757281550930827300,0.4173707365989685,-6.467386722564697,1016.4737319946289,746.2907981872559,1021.1798858642578,787.316107749939,386.5,229.0,1,1,0,0
1757281550972161600,0.8488383889198303,-9.867868423461914,969.1902923583984,1030.8927869796753,1021.1798858642578,794.1477584838867,385.5,229.5,1,1,0,0
1757281551011249900,-0.26217615604400635,-12.789444923400879,967.3331451416016,926.3015699386597,1021.1798858642578,794.1477584838867,366.0,215.5,1,1,0,0
1757281551048855100,-0.24516792595386505,-12.821656227111816,969.3720245361328,923.6033749580383,1016.4737319946289,794.1477584838867,342.5,209.0,1,1,0,0
1757281551085503700,-0.20389433205127716,-12.453570365905762,958.3761405944824,950.3623366355896,969.3720245361328,923.6033749580383,362.0,224.5,1,1,0,0
1757281551125691900,-0.5144363641738892,-12.869290351867676,956.3201522827148,905.6419515609741,969.3720245361328,905.6419515609741,360.5,219.5,1,1,0,0
1757281551163333900,-0.05042172595858574,-12.995377540588379,979.8409652709961,923.3616542816162,979.8409652709961,923.3616542816162,368.0,225.0,1,1,0,0
1757281551200447600,1.0803054571151733,-9.208783149719238,988.7707901000977,981.5117311477661,969.3720245361328,923.6033749580383,344.0,196.5,1,1,0,0
1757281551235041800,1.1233935356140137,-8.3290376663208,1018.4116744995117,916.3823962211609,979.8409652709961,916.3823962211609,350.0,225.0,1,1,0,0
1757281551274674600,0.6685378551483154,-7.3553690910339355,1025.2720642089844,831.3370156288147,979.8409652709961,923.3616542816162,360.5,251.0,1,1,0,0
1757281551311794400,0.944141685962677,-7.660618305206299,1041.1169815063477,868.1181478500366,988.7707901000977,916.3823962211609,386.5,222.5,1,1,0,0
1757281551348377300,0.6077728867530823,-6.779077529907227,1033.7722778320312,775.6288003921509,1018.4116744995117,916.3823962211609,369.5,252.5,1,1,0,0
1757281551384502200,0.880268394947052,-6.766417980194092,1048.402976989746,772.0101356506348,1025.2720642089844,868.1181478500366,402.5,244.5,1,1,0,0
1757281551420578600,1.0949451923370361,-7.269484043121338,1060.1902770996094,823.9151930809021,1033.7722778320312,868.1181478500366,407.0,247.0,1,1,0,0
1757281551458186900,1.1474659442901611,-6.960212707519531,1072.3627853393555,794.6604251861572,1033.7722778320312,823.9151930809021,387.5,259.0,1,1,0,0
1757281551494449700,0.7185102105140686,-7.437641143798828,1044.0229797363281,843.8526105880737,1044.0229797363281,843.8526105880737,391.0,256.5,1,1,0,0
1757281551530528200,0.676007091999054,-7.7478227615356445,1014.2336654663086,878.463020324707,1033.7722778320312,868.1181478500366,408.0,271.0,1,1,0,0
1757281551566134900,0.49792930483818054,-6.982725620269775,1028.1177520751953,799.4503569602966,1033.7722778320312,823.9151930809021,398.0,256.5,1,1,0,0
1757281551601222900,0.6646251082420349,-7.259498119354248,1038.6167907714844,830.4762196540833,1038.6167907714844,843.8526105880737,410.0,262.5,1,1,0,0
1757281551637802500,0.7001046538352966,-7.667769908905029,1024.8500061035156,870.4549527168274,1033.7722778320312,868.1181478500366,416.5,258.5,1,1,0,0
1757281551673982900,0.7490213513374329,-7.640719890594482,1022.9854202270508,870.6200695037842,1033.7722778320312,843.8526105880737,409.0,244.0,1,1,0,0
1757281551712112100,-0.32930755615234375,-10.461554527282715,880.5353164672852,1060.4799127578735,1033.7722778320312,868.1181478500366,417.5,238.5,1,1,0,0
1757281551772245700,0.7225378751754761,-9.1373872756958,967.9256057739258,1006.5411186218262,1024.8500061035156,870.4549527168274,408.5,213.5,1,1,0,0
1757281551809844300,0.9320815801620483,-7.6129150390625,1036.9234085083008,860.2934789657593,1033.7722778320312,860.2934789657593,394.5,235.0,1,1,0,0
1757281551846939200,0.9736742377281189,-7.580602169036865,1042.9336166381836,858.5330700874329,1033.7722778320312,868.1181478500366,435.0,238.0,1,1,0,0
1757281551881676700,1.1364490985870361,-7.831456661224365,1040.2780151367188,887.4113845825195,1033.7722778320312,870.4549527168274,396.0,257.5,1,1,0,0
1757281551918297700,1.1138300895690918,-8.328441619873047,1020.6467056274414,936.3362288475037,1033.7722778320312,868.1181478500366,442.0,255.5,1,1,0,0
1757281551955401800,0.7471553683280945,-7.4890313148498535,1039.5756912231445,846.9391679763794,1033.7722778320312,868.1181478500366,403.0,260.5,1,1,0,0
